S10.G00.00.001,'Banco'
S21.G00.23.004,'42476.75'
S21.G00.23.001,'437'
S21.G00.23.002,'921'
S21.G00.23.005,'772.62'
S21.G00.23.001,'479'
S21.G00.23.002,'920'
S21.G00.23.004,'936.33'
S21.G00.23.001,'635'
S21.G00.23.002,'920'
S21.G00.23.004,'15994.48'
S21.G00.23.001,'668'
S21.G00.23.002,'921'
S21.G00.23.005,'284.76'
S21.G00.23.001,'772'
S21.G00.23.002,'920'
S21.G00.23.004,'42297.00'
S21.G00.23.001,'900'
S21.G00.23.002,'920'
S21.G00.23.003,'2.95'
S21.G00.23.004,'42297.00'
S21.G00.23.006,'75112'
S21.G00.23.001,'937'
S21.G00.23.002,'920'
S21.G00.23.004,'42297.00'
S21.G00.23.001,'971'
S21.G00.23.002,'920'
S21.G00.23.004,'42297.00'
S21.G00.23.001,'992'
S21.G00.23.002,'920'
S21.G00.23.004,'42297.00'
S21.G00.30.001,'2901233063241'
S21.G00.30.002,'BOUYAT'
S21.G00.30.003,'BOUYAT'
S21.G00.30.004,'Audrey'
S21.G00.30.005,'02'
S21.G00.30.006,'14121990'
S21.G00.30.007,'BORDEAUX'
S21.G00.30.008,'13 boulevard de Strasbourg'
S21.G00.30.009,'94130'
S21.G00.30.010,'NOGENT SUR MARNE'
S21.G00.30.013,'01'
S21.G00.30.014,'33'
S21.G00.30.015,'FR'
S21.G00.30.018,'au.bouyat@laposte.net'
S21.G00.30.019,'PIMEN13P22'
S21.G00.40.001,'01072022'
S21.G00.40.002,'04'
S21.G00.40.003,'01'
S21.G00.40.004,'374D'
S21.G00.40.006,'Responsable d'Agence Grands Co'
S21.G00.40.007,'01'
S21.G00.40.008,'99'
S21.G00.40.009,'00272'
S21.G00.40.011,'10'
S21.G00.40.012,'151.67'
S21.G00.40.013,'151.67'
S21.G00.40.014,'10'
S21.G00.40.016,'99'
S21.G00.40.017,'1413'
S21.G00.40.018,'200'
S21.G00.40.019,'44526247000138'
S21.G00.40.020,'200'
S21.G00.40.024,'99'
S21.G00.40.026,'99'
S21.G00.40.036,'03'
S21.G00.40.037,'03'
S21.G00.40.039,'200'
S21.G00.40.040,'745BC'
S21.G00.40.043,'0.55'
S21.G00.70.004,'AP2019169'
S21.G00.70.005,'02CA'
S21.G00.70.012,'5'
S21.G00.70.013,'7'
S21.G00.70.004,'AS2019168'
S21.G00.70.005,'01EP'
S21.G00.70.012,'7'
S21.G00.70.013,'9'
S21.G00.71.002,'RUAA'
S21.G00.50.001,'31082023'
S21.G00.50.002,'4516.62'
S21.G00.50.003,'01'
S21.G00.50.004,'4314.43'
S21.G00.50.006,'10.20'
S21.G00.50.007,'01'
S21.G00.50.008,'275987326'
S21.G00.50.009,'460.70'
S21.G00.50.013,'4516.62'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00272'
S21.G00.51.011,'001'
S21.G00.51.013,'5514.05'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00272'
S21.G00.51.011,'002'
S21.G00.51.013,'5514.05'
S21.G00.53.001,'01'
S21.G00.53.002,'151.67'
S21.G00.53.003,'10'
S21.G00.53.001,'01'
S21.G00.53.002,'31.00'
S21.G00.53.003,'40'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00272'
S21.G00.51.011,'003'
S21.G00.51.013,'5514.05'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00272'
S21.G00.51.011,'010'
S21.G00.51.013,'2800.00'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00272'
S21.G00.51.011,'027'
S21.G00.51.013,'4398.74'
S21.G00.54.001,'08'
S21.G00.54.002,'-83.60'
S21.G00.54.003,'01082023'
S21.G00.54.004,'31082023'
S21.G00.54.001,'09'
S21.G00.54.002,'84.10'
S21.G00.54.003,'01082023'
S21.G00.54.004,'31082023'
S21.G00.78.001,'02'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3666.00'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3666.00'
S21.G00.81.004,'566.40'
S21.G00.81.007,'15.45'
S21.G00.78.001,'03'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'5514.05'
S21.G00.79.001,'01'
S21.G00.79.004,'1747.24'
S21.G00.81.001,'045'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'30.33'
S21.G00.81.007,'0.55'
S21.G00.81.001,'049'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'27.57'
S21.G00.81.007,'0.50'
S21.G00.81.001,'068'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'16.54'
S21.G00.81.007,'0.30'
S21.G00.81.001,'074'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'190.23'
S21.G00.81.007,'3.45'
S21.G00.81.001,'075'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'385.98'
S21.G00.81.007,'7.00'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'126.82'
S21.G00.81.007,'2.30'
S21.G00.81.001,'100'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'0.88'
S21.G00.81.007,'0.02'
S21.G00.81.001,'105'
S21.G00.81.004,'838.83'
S21.G00.81.001,'128'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'55.14'
S21.G00.81.007,'1.00'
S21.G00.81.001,'130'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'32.53'
S21.G00.81.007,'0.59'
S21.G00.81.001,'907'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'330.84'
S21.G00.81.007,'6.00'
S21.G00.78.001,'04'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'5531.01'
S21.G00.81.001,'072'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5531.01'
S21.G00.81.004,'508.85'
S21.G00.81.007,'9.20'
S21.G00.81.001,'079'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5531.01'
S21.G00.81.004,'27.66'
S21.G00.81.007,'0.50'
S21.G00.78.001,'05'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'115.47'
S21.G00.81.001,'071'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'115.47'
S21.G00.81.004,'9.24'
S21.G00.81.007,'8.00'
S21.G00.78.001,'07'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'5514.05'
S21.G00.81.001,'040'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'223.32'
S21.G00.81.007,'4.05'
S21.G00.81.001,'048'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'8.27'
S21.G00.81.007,'0.15'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'5'
S21.G00.79.001,'11'
S21.G00.79.004,'3666.00'
S21.G00.79.001,'13'
S21.G00.79.004,'1848.05'
S21.G00.81.001,'059'
S21.G00.81.004,'84.31'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'7'
S21.G00.79.001,'18'
S21.G00.79.004,'3666.00'
S21.G00.81.001,'059'
S21.G00.81.004,'83.58'
S21.G00.78.001,'57'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'5514.05'
S21.G00.81.001,'081'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'5514.05'
S21.G00.81.004,'162.66'
S21.G00.81.005,'75112'
S21.G00.81.007,'2.95'
S21.G00.86.001,'07'
S21.G00.86.002,'02'
S21.G00.86.003,'14'
S21.G00.86.005,'00272'
S21.G00.30.001,'2981075119720'
S21.G00.30.002,'COTELLE'
S21.G00.30.003,'COTELLE'
S21.G00.30.004,'Juliette'
S21.G00.30.005,'02'
S21.G00.30.006,'10101998'
S21.G00.30.007,'PARIS'
S21.G00.30.008,'27 rue des Rasselins'
S21.G00.30.009,'75020'
S21.G00.30.010,'PARIS 20'
S21.G00.30.013,'01'
S21.G00.30.014,'75'
S21.G00.30.015,'FR'
S21.G00.30.018,'juliettecotellecm@gmail.com'
S21.G00.30.019,'PIMEN13P17'
S21.G00.40.001,'01092021'
S21.G00.40.002,'05'
S21.G00.40.003,'04'
S21.G00.40.004,'543F'
S21.G00.40.006,'Consultant en Recrutement'
S21.G00.40.007,'01'
S21.G00.40.008,'99'
S21.G00.40.009,'00266'
S21.G00.40.011,'10'
S21.G00.40.012,'151.67'
S21.G00.40.013,'151.67'
S21.G00.40.014,'10'
S21.G00.40.016,'99'
S21.G00.40.017,'1413'
S21.G00.40.018,'200'
S21.G00.40.019,'44526247000138'
S21.G00.40.020,'200'
S21.G00.40.024,'99'
S21.G00.40.026,'99'
S21.G00.40.036,'03'
S21.G00.40.037,'03'
S21.G00.40.039,'200'
S21.G00.40.040,'745BC'
S21.G00.40.043,'0.55'
S21.G00.70.004,'AP2019170'
S21.G00.70.005,'03NC'
S21.G00.70.012,'6'
S21.G00.70.013,'7'
S21.G00.70.004,'AS2019168'
S21.G00.70.005,'01EP'
S21.G00.70.012,'7'
S21.G00.70.013,'9'
S21.G00.71.002,'RUAA'
S21.G00.50.001,'31082023'
S21.G00.50.002,'3466.74'
S21.G00.50.003,'01'
S21.G00.50.004,'3302.50'
S21.G00.50.006,'8.70'
S21.G00.50.007,'01'
S21.G00.50.008,'275987326'
S21.G00.50.009,'301.61'
S21.G00.50.013,'3466.74'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00266'
S21.G00.51.011,'001'
S21.G00.51.013,'4244.44'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00266'
S21.G00.51.011,'002'
S21.G00.51.013,'4244.44'
S21.G00.53.001,'01'
S21.G00.53.002,'151.67'
S21.G00.53.003,'10'
S21.G00.53.001,'01'
S21.G00.53.002,'31.00'
S21.G00.53.003,'40'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00266'
S21.G00.51.011,'003'
S21.G00.51.013,'4244.44'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00266'
S21.G00.51.011,'010'
S21.G00.51.013,'2300.00'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00266'
S21.G00.51.011,'027'
S21.G00.51.013,'3325.42'
S21.G00.54.001,'08'
S21.G00.54.002,'-72.20'
S21.G00.54.003,'01082023'
S21.G00.54.004,'31082023'
S21.G00.78.001,'02'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3666.00'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3666.00'
S21.G00.81.004,'566.40'
S21.G00.81.007,'15.45'
S21.G00.78.001,'03'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'4244.44'
S21.G00.79.001,'01'
S21.G00.79.004,'1747.24'
S21.G00.81.001,'045'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'23.34'
S21.G00.81.007,'0.55'
S21.G00.81.001,'049'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'21.22'
S21.G00.81.007,'0.50'
S21.G00.81.001,'068'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'12.73'
S21.G00.81.007,'0.30'
S21.G00.81.001,'074'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'146.43'
S21.G00.81.007,'3.45'
S21.G00.81.001,'075'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'297.11'
S21.G00.81.007,'7.00'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'97.62'
S21.G00.81.007,'2.30'
S21.G00.81.001,'100'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'0.68'
S21.G00.81.007,'0.02'
S21.G00.81.001,'105'
S21.G00.81.004,'522.70'
S21.G00.81.001,'128'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'42.44'
S21.G00.81.007,'1.00'
S21.G00.81.001,'130'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'25.04'
S21.G00.81.007,'0.59'
S21.G00.78.001,'04'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'4222.48'
S21.G00.81.001,'072'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4222.48'
S21.G00.81.004,'388.47'
S21.G00.81.007,'9.20'
S21.G00.81.001,'079'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4222.48'
S21.G00.81.004,'21.11'
S21.G00.81.007,'0.50'
S21.G00.78.001,'05'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'53.25'
S21.G00.81.001,'071'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'53.25'
S21.G00.81.004,'4.26'
S21.G00.81.007,'8.00'
S21.G00.78.001,'07'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'4244.44'
S21.G00.81.001,'040'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'171.90'
S21.G00.81.007,'4.05'
S21.G00.81.001,'048'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'6.37'
S21.G00.81.007,'0.15'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'7'
S21.G00.79.001,'18'
S21.G00.79.004,'3666.00'
S21.G00.81.001,'059'
S21.G00.81.004,'83.58'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'6'
S21.G00.79.001,'11'
S21.G00.79.004,'3666.00'
S21.G00.79.001,'13'
S21.G00.79.004,'578.44'
S21.G00.81.001,'059'
S21.G00.81.004,'22.92'
S21.G00.78.001,'57'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'4244.44'
S21.G00.81.001,'081'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'4244.44'
S21.G00.81.004,'125.21'
S21.G00.81.005,'75112'
S21.G00.81.007,'2.95'
S21.G00.86.001,'07'
S21.G00.86.002,'02'
S21.G00.86.003,'24'
S21.G00.86.005,'00266'
S21.G00.30.001,'1980675110619'
S21.G00.30.002,'DA SILVA'
S21.G00.30.003,'DA SILVA'
S21.G00.30.004,'Alexandre'
S21.G00.30.005,'01'
S21.G00.30.006,'02061998'
S21.G00.30.007,'PARIS 10'
S21.G00.30.008,'7 rue Noisy-le-Sec'
S21.G00.30.009,'75020'
S21.G00.30.010,'PARIS 20'
S21.G00.30.013,'01'
S21.G00.30.014,'75'
S21.G00.30.015,'FR'
S21.G00.30.018,'alexdasilva050@gmail.com'
S21.G00.30.019,'PIMEN13P19'
S21.G00.40.001,'14032022'
S21.G00.40.002,'05'
S21.G00.40.003,'04'
S21.G00.40.004,'543G'
S21.G00.40.006,'Consultant en recrutement'
S21.G00.40.007,'01'
S21.G00.40.008,'99'
S21.G00.40.009,'00268'
S21.G00.40.011,'10'
S21.G00.40.012,'151.67'
S21.G00.40.013,'151.67'
S21.G00.40.014,'10'
S21.G00.40.016,'99'
S21.G00.40.017,'1413'
S21.G00.40.018,'200'
S21.G00.40.019,'44526247000138'
S21.G00.40.020,'200'
S21.G00.40.024,'99'
S21.G00.40.026,'99'
S21.G00.40.036,'03'
S21.G00.40.037,'03'
S21.G00.40.039,'200'
S21.G00.40.040,'745BC'
S21.G00.40.043,'0.55'
S21.G00.70.004,'AP2019170'
S21.G00.70.005,'03NC'
S21.G00.70.012,'6'
S21.G00.70.013,'7'
S21.G00.70.004,'AS2019168'
S21.G00.70.005,'01EP'
S21.G00.70.012,'7'
S21.G00.70.013,'9'
S21.G00.71.002,'RUAA'
S21.G00.50.001,'31082023'
S21.G00.50.002,'2878.88'
S21.G00.50.003,'01'
S21.G00.50.004,'2735.16'
S21.G00.50.006,'5.90'
S21.G00.50.007,'01'
S21.G00.50.008,'275987326'
S21.G00.50.009,'169.85'
S21.G00.50.013,'2878.88'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00268'
S21.G00.51.011,'001'
S21.G00.51.013,'3526.25'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00268'
S21.G00.51.011,'002'
S21.G00.51.013,'3526.25'
S21.G00.53.001,'01'
S21.G00.53.002,'31.00'
S21.G00.53.003,'40'
S21.G00.53.001,'01'
S21.G00.53.002,'151.67'
S21.G00.53.003,'10'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00268'
S21.G00.51.011,'003'
S21.G00.51.013,'3526.25'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00268'
S21.G00.51.011,'010'
S21.G00.51.013,'2100.00'
S21.G00.51.001,'01082023'
S21.G00.51.002,'31082023'
S21.G00.51.010,'00268'
S21.G00.51.011,'027'
S21.G00.51.013,'2754.20'
S21.G00.54.001,'08'
S21.G00.54.002,'-72.20'
S21.G00.54.003,'01082023'
S21.G00.54.004,'31082023'
S21.G00.78.001,'02'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3526.25'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'544.81'
S21.G00.81.007,'15.45'
S21.G00.78.001,'03'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3526.25'
S21.G00.79.001,'01'
S21.G00.79.004,'1747.24'
S21.G00.81.001,'045'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'19.39'
S21.G00.81.007,'0.55'
S21.G00.81.001,'049'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'17.63'
S21.G00.81.007,'0.50'
S21.G00.81.001,'068'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'10.58'
S21.G00.81.007,'0.30'
S21.G00.81.001,'074'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'121.66'
S21.G00.81.007,'3.45'
S21.G00.81.001,'075'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'246.84'
S21.G00.81.007,'7.00'
S21.G00.81.001,'076'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'81.10'
S21.G00.81.007,'2.30'
S21.G00.81.001,'100'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'0.56'
S21.G00.81.007,'0.02'
S21.G00.81.001,'105'
S21.G00.81.004,'353.34'
S21.G00.81.001,'128'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'35.26'
S21.G00.81.007,'1.00'
S21.G00.81.001,'130'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'20.80'
S21.G00.81.007,'0.59'
S21.G00.78.001,'04'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3514.96'
S21.G00.81.001,'072'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3514.96'
S21.G00.81.004,'323.38'
S21.G00.81.007,'9.20'
S21.G00.81.001,'079'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3514.96'
S21.G00.81.004,'17.57'
S21.G00.81.007,'0.50'
S21.G00.78.001,'05'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'51.31'
S21.G00.81.001,'071'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'51.31'
S21.G00.81.004,'4.11'
S21.G00.81.007,'8.00'
S21.G00.78.001,'07'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3526.25'
S21.G00.81.001,'040'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'142.81'
S21.G00.81.007,'4.05'
S21.G00.81.001,'048'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'5.29'
S21.G00.81.007,'0.15'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'7'
S21.G00.79.001,'18'
S21.G00.79.004,'3666.00'
S21.G00.81.001,'059'
S21.G00.81.004,'83.58'
S21.G00.78.001,'31'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'0.00'
S21.G00.78.005,'6'
S21.G00.79.001,'11'
S21.G00.79.004,'3526.25'
S21.G00.79.001,'13'
S21.G00.79.004,'0.00'
S21.G00.81.001,'059'
S21.G00.81.004,'19.04'
S21.G00.78.001,'57'
S21.G00.78.002,'01082023'
S21.G00.78.003,'31082023'
S21.G00.78.004,'3526.25'
S21.G00.81.001,'081'
S21.G00.81.002,'78861779300013'
S21.G00.81.003,'3526.25'
S21.G00.81.004,'104.02'
S21.G00.81.005,'75112'
S21.G00.81.007,'2.95'
S21.G00.86.001,'07'
S21.G00.86.002,'02'
S21.G00.86.003,'18'
S21.G00.86.005,'00268'
S21.G00.30.001,'2991278401221'
S21.G00.30.002,'DA SILVA'
S21.G00.30.003,'DA SILVA'
S21.G00.30.004,'Napilindji'
S21.G00.30.005,'02'
S21.G00.30.006,'05121999'
S21.G00.30.007,'MEULAN'
S21.G00.30.008,'85 rue Gerard BONGARD'
S21.G00.30.009,'78300'
S21.G00.30.010,'POISSY'
S21.G00.30.013,'01'
S21.G00.30.014,'78'
S21.G00.30.015,'FR'
S21.G00.30.018,'napilindji@gmail.com'
S21.G00.30.019,'PIMEN13P27'
S21.G00.40.001,'01082023'
S21.G00.40.002,'05'
S21.G00.40.003,'04'
S21.G00.40.004,'543G'
S21.G00.40.006,'Consultante en recrutement'
S21.G00.40.007,'01'
S21.G00.40.008,'99'
S21.G00.40.009,'00278'
S21.G00.40.011,'10'
S21.G00.40.012,'151.67'
S21.G00.40.013,'151.67'
S21.G00.40.014,'10'
S21.G00.40.016,'99'
S21.G00.40.017,'1413'
S21.G00.40.018,'200'
S21.G00.40.019,'44526247000138'
S21.G00.40.020,'200'
S21.G00.40.024,'99'
S21.G00.40.026,'99'
S21.G00.40.036,'03'
S21.G00.40.037,'03'
S21.G00.40.039,'200'
